@relation gestures

@attribute wMax numeric
@attribute wMin numeric
@attribute wMean numeric
@attribute wMed numeric
@attribute wVar numeric
@attribute wTVar numeric
@attribute wAUC numeric
@attribute rMax numeric
@attribute rMin numeric
@attribute rMean numeric
@attribute rMed numeric
@attribute rVar numeric
@attribute rTVar numeric
@attribute rAUC numeric
@attribute cMax numeric
@attribute cMin numeric
@attribute cMean numeric
@attribute cMed numeric
@attribute cVar numeric
@attribute cTVar numeric
@attribute cAUC numeric
@attribute label {notouch, constant, rub, pat, scratch, stroke,tickle}

@data
235,74,145.5462963,146,1479.782883,2745,15719,6.941176471,4.802325581,5.903751437,5.960769231,0.234950116,31.48898315,637.6051551,5.864197531,4.261904762,5.012631306,4.983870968,0.11589575,27.76662412,541.364181,rub
545,43,236.5462963,217,10665.61466,7372,25547,7.578313253,4.781553398,6.074240653,6.06017562,0.427930311,46.66153186,656.0179906,6.346846847,4.696132597,5.405827478,5.444892692,0.126950817,40.79116044,583.8293676,scratch
674,50,235.3333333,190.5,17546.99065,6797,25416,7.426997245,3.471204188,5.325989652,5.391028912,0.943891896,40.62685177,575.2068825,6.288135593,4.632653061,5.537704656,5.564150752,0.133941542,34.522695,598.0721028,scratch
452,29,213.3703704,199,9566.347525,5378,23044,8.128742515,3.810483871,6.23294456,6.527657993,1.047786079,35.91670928,673.1580124,6.292134831,4.204081633,5.38366186,5.372955122,0.182930294,39.69481205,581.4354808,scratch
466,52,226.7407407,225.5,10502.15646,4939,24488,7.543650794,3.829787234,5.77279109,5.737441706,0.942414143,42.58510306,623.4614377,6.151785714,4.241830065,5.281483033,5.2760688,0.144524694,40.19728825,570.4001676,scratch
259,24,97.37962963,98,3208.144254,2075,10517,6.6,4.105263158,5.570686974,5.582710203,0.329017745,60.73781978,601.6341932,7.733333333,4.883333333,5.922568046,5.807104238,0.358189858,46.11344456,639.637349,stroke
302,20,104.6388889,102.5,4880.569315,2374,11301,6.428571429,3.9375,5.454590604,5.506097561,0.312824056,52.99780992,589.0957853,7.342105263,4.785714286,5.791326652,5.622778624,0.338121655,50.73173682,625.4632784,stroke
264,15,113.1018519,118.5,4879.101679,2192,12215,6.544354839,4.035714286,5.583185108,5.695048309,0.286808981,45.39381111,602.9839916,7.862068966,3.966666667,5.971572366,5.799557407,0.37487409,40.55508172,644.9298155,stroke
257,18,123.0185185,147.5,5571.663205,1992,13286,6.380952381,4.272727273,5.586201833,5.726975454,0.208118967,36.03920133,603.309798,7.714285714,4.916666667,5.932893445,5.674775251,0.411334138,37.47548574,640.752492,stroke
378,57,191.3333333,179.5,6696.990654,5892,20664,7.534759358,4.434343434,5.770817152,5.682876208,0.484798143,51.98502685,623.2482524,6.835164835,4.295774648,5.555657717,5.582590501,0.282893532,54.78947984,600.0110334,tickle
484,41,193.4444444,178.5,8250.492212,6418,20892,7.748538012,4.266666667,6.052246213,6.114847197,0.442958693,40.80986752,653.642591,6.724637681,4.036585366,5.408013899,5.419574963,0.361650889,49.22378233,584.0655011,tickle
432,66,229.0555556,226,7649.080997,6249,24738,6.677083333,3.612121212,5.042026958,5.045735129,0.367011496,40.94401349,544.5389115,7.24691358,4.221374046,5.667376078,5.708041141,0.474616042,53.75455156,612.0766164,tickle
426,42,207.6851852,197.5,6620.535479,5127,22430,7.012987013,4.196629213,5.937216145,6.000548877,0.425191987,43.77615659,641.2193437,6.137931034,3.634615385,4.687069569,4.71940464,0.30134438,52.31592856,506.2035134,tickle
3041,2888,2979.944444,2982.5,1215.398754,2554,321834,4.18410596,4.091904446,4.133775153,4.134713268,0.000367433,2.153256642,446.4477165,4.699153976,4.470730028,4.603841643,4.617936164,0.002919825,3.835182562,497.2148974,constant
3175,2962,3083.861111,3089,2136.887072,3715,333057,4.193854926,4.108465608,4.153621019,4.15346009,0.000391532,2.620320304,448.59107,4.583226221,4.425351192,4.517359006,4.513758898,0.001228053,3.409692537,487.8747727,constant
3143,2976,3060.194444,3053.5,1233.204829,3198,330501,4.196690006,4.063518457,4.114470665,4.112912235,0.000690595,2.578256244,444.3628319,4.51744186,4.37852171,4.440983319,4.441528517,0.000881028,3.170575035,479.6261985,constant
3111,2960,3039.75,3044,1167.964953,2329,328293,4.166881859,4.041497976,4.094702231,4.09511365,0.000526396,2.35269792,442.2278409,4.482624229,4.372372372,4.433705218,4.430595955,0.000743958,3.302553178,478.8401635,constant
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,notouch
851,12,310.4537037,247,66473.33429,8795,33529,7.28021978,3.853658537,5.796569838,5.849577649,0.36460309,48.96389477,626.0295425,7.066666667,4.023178808,4.892702434,4.647135634,0.565832265,59.48293652,528.4118629,pat
975,13,305.5740741,208,74285.18138,11848,33002,6.943396226,4.347826087,5.603790911,5.602306425,0.280350719,52.68269041,605.2094183,8.170731707,3.513157895,4.991473976,4.756224593,0.763290246,68.32525712,539.0791894,pat
1026,12,301.5925926,53,102773.6269,11192,32572,7.096774194,3.083333333,5.571567072,5.594722872,0.463683541,65.92149622,601.7292438,8.75,3.64,5.373133977,5.12269726,1.246961561,94.61638768,580.2984696,pat
1150,11,403.3796296,266.5,150790.7611,12972,43565,7.0625,3.5,5.269754194,5.137385937,0.366695373,60.6943364,569.133453,8.142857143,4.220149254,5.525739381,5.313642843,0.670172554,63.97409847,596.7798532,pat
1322,315,654.8055556,605,40515.95249,11012,70719,6.282608696,3.786251343,5.163841996,5.169837774,0.386494384,25.96194263,557.6949356,6.001642036,4.556415929,5.209360157,5.234890024,0.131943846,20.53105684,562.610897,rub
1414,424,847.3703704,844.5,60784.6279,10857,91516,6.602502406,3.905477981,5.508812275,5.694256937,0.608618035,19.32616851,594.9517257,5.69482976,4.309574468,5.052275903,5.0619986,0.105595272,14.33942226,545.6457976,rub
1246,332,645.7592593,592,49523.5116,12391,69742,6.760186263,3.715254237,5.365437161,5.446974835,0.485519143,24.6070153,579.4672134,5.670903955,4.052310375,4.881011805,4.896138476,0.101308561,17.53216725,527.1492749,rub
1220,336,681.6388889,636,47113.85903,13054,73617,7.013157895,4.123273114,5.440437787,5.357748116,0.622262607,25.0604726,587.567281,5.337598425,4.017877095,4.736319333,4.752832181,0.086324087,15.49920785,511.522488,rub
1090,287,588.0555556,557,37178.8567,13323,63510,5.265420561,3.396039604,4.293768835,4.291843691,0.155162876,30.72779107,463.7270342,6.446202532,5.054794521,5.775477455,5.787507829,0.092677142,18.57440126,623.7515652,scratch
1133,189,537.0740741,515.5,45823.45241,14768,58004,5.749279539,4.104166667,4.949749476,4.95298335,0.158201563,27.26247718,534.5729434,6.288617886,4.360602799,5.186241953,5.211860993,0.157949979,19.08807726,560.1141309,scratch
1137,147,564.0277778,560,46106.3824,16170,60915,5.526652452,3.355,4.408108136,4.357997528,0.212868422,30.2878569,476.0756786,5.266666667,4.317127072,4.730724005,4.706061224,0.044665513,16.33062663,510.9181926,scratch
1120,260,633.0925926,618,49697.67359,12975,68374,4.794957983,3.131799163,4.103811401,4.083930044,0.101507763,18.90122459,443.2116313,5.583333333,4.21871345,4.999084003,5.102827041,0.116886484,13.51511874,539.9010724,scratch
954,13,386.962963,464.5,94057.40048,8626,41792,7.086956522,3.7,5.417068348,5.349188726,0.554993965,52.13178136,585.0433816,7.9,3.955828221,5.135594838,4.794691139,0.953963364,70.5317415,554.6442425,stroke
1025,15,413.0648148,447.5,114213.2201,9007,44611,7.041666667,3.694716243,5.274736095,5.30952381,0.906218764,58.91148428,569.6714982,8,3.745075319,5.081010534,4.818733786,0.745458375,64.62262803,548.7491377,stroke
982,13,448.5092593,501,102669.3924,10034,48439,7.333333333,3.573221757,5.123492621,5.127789047,0.888993697,43.59794501,553.3372031,7.956521739,3.409090909,5.361640028,5.223451728,0.61170098,50.80321853,579.057123,stroke
975,6,371.7407407,447,98709.3901,7510,40148,7,3.851464435,5.277960828,5.291028912,0.708026049,53.41018484,570.0197694,7.15,1.833333333,5.021649681,4.820318202,0.723575635,65.75777906,542.3381656,stroke
356,40,152.0092593,151,3132.588699,4597,16417,6.411290323,3.443037975,5.08629328,5.175572519,0.332473326,46.66239877,549.3196743,6.808411215,4.304347826,5.777513633,5.815018315,0.230587504,53.73621065,623.9714724,tickle
387,52,202.287037,205,5819.683195,6733,21847,5.807692308,3.444,4.464203155,4.462476548,0.21335734,30.05930342,482.1339408,6.717314488,4.25,5.977453156,6.06447956,0.178990728,39.07072617,645.5649408,tickle
602,61,219.9166667,212,6939.067757,6409,23751,6.222222222,3.80620155,4.989311571,4.960939881,0.22277765,37.44274541,538.8456497,6.392694064,4.488888889,5.491072546,5.503731343,0.130938068,32.1154794,593.0358349,tickle
436,57,184.9074074,180,4834.27172,5525,19970,6.874396135,4.459459459,5.749454033,5.752553191,0.247461468,31.98882654,620.9410355,6.802955665,4.474860335,5.395292898,5.345620778,0.213520658,41.42844075,582.691633,tickle
